ref_id,tax_id,source_name,addnl_id,seq_type,source_reference,source_link,source_filename
262,2945,"Prorocentrum micans, Strain CCCM 845",MMETSP0251,aa,"Keeling et al., 2014",,
263,2961,"Amphidinium carterae, Strain CCMP1314",MMETSP0258,aa,"Keeling et al., 2014",,
264,2961,"Amphidinium carterae, Strain CCMP1314",MMETSP0259,aa,"Keeling et al., 2014",,
265,2961,"Amphidinium carterae, Strain CCMP1314",MMETSP0398,aa,"Keeling et al., 2014",,
266,2966,Noctiluca scintillans,MMETSP0253,aa,"Keeling et al., 2014",,
267,2969,"Oxyrrhis marina, Strain CCMP1788",MMETSP0044,aa,"Keeling et al., 2014",,
268,2969,"Oxyrrhis marina, Strain CCMP1795",MMETSP0451,aa,"Keeling et al., 2014",,
269,2969,Oxyrrhis marina,MMETSP0468,aa,"Keeling et al., 2014",,
270,2969,Oxyrrhis marina,MMETSP0469,aa,"Keeling et al., 2014",,
271,2969,Oxyrrhis marina,MMETSP0470,aa,"Keeling et al., 2014",,
272,2969,Oxyrrhis marina,MMETSP0471,aa,"Keeling et al., 2014",,
273,2969,"Oxyrrhis marina, Strain LB1974",MMETSP1424,aa,"Keeling et al., 2014",,
274,2969,"Oxyrrhis marina, Strain LB1974",MMETSP1425,aa,"Keeling et al., 2014",,
275,2969,"Oxyrrhis marina, Strain LB1974",MMETSP1426,aa,"Keeling et al., 2014",,
276,2972,"Pyrocystis lunula, Strain CCCM 517",MMETSP0229,aa,"Keeling et al., 2014",,
277,420557,Ochromonas sp CCMP1899,MMETSP1177,aa,"Keeling et al., 2014",,
278,1616673,"Ochromonas sp., Strain BG-1",MMETSP1105,aa,"Keeling et al., 2014",,
279,2003107,"Mallomonas Sp, Strain CCMP3275",MMETSP1167,aa,"Keeling et al., 2014",,
280,3005,Rhizosolenia setigera,MMETSP0789,aa,"Keeling et al., 2014",,
281,3032,"Hanusia phi, Strain CCMP325",MMETSP1048,aa,"Keeling et al., 2014",,
282,3047,"Dunaliella tertiolecta, Strain CCMP1320",MMETSP1126,aa,"Keeling et al., 2014",,
283,3047,"Dunaliella tertiolecta, Strain CCMP1320",MMETSP1127,aa,"Keeling et al., 2014",,
284,3047,"Dunaliella tertiolecta, Strain CCMP1320",MMETSP1128,aa,"Keeling et al., 2014",,
285,413974,Chlamydomonas sp cf CCMP681,MMETSP1180,aa,"Keeling et al., 2014",,
286,3165,Tetraselmis sp. CCMP879,MMETSP0058,aa,"Keeling et al., 2014",,
287,3165,"Tetraselmis striata, Strain LANL1001",MMETSP0817,aa,"Keeling et al., 2014",,
288,3165,"Tetraselmis striata, Strain LANL1001",MMETSP0818,aa,"Keeling et al., 2014",,
289,3165,"Tetraselmis striata, Strain LANL1001",MMETSP0819,aa,"Keeling et al., 2014",,
290,3165,"Tetraselmis striata, Strain LANL1001",MMETSP0820,aa,"Keeling et al., 2014",,
291,876976,"Schizochytrium aggregatum, Strain ATCC28209",MMETSP0962,aa,"Keeling et al., 2014",,
292,876976,"Schizochytrium aggregatum, Strain ATCC28209",MMETSP0963,aa,"Keeling et al., 2014",,
293,876976,"Schizochytrium aggregatum, Strain ATCC28209",MMETSP0964,aa,"Keeling et al., 2014",,
294,876976,"Schizochytrium aggregatum, Strain ATCC28209",MMETSP0965,aa,"Keeling et al., 2014",,
295,5936,"Euplotes crassus, Strain CT5",MMETSP1380,aa,"Keeling et al., 2014",,
296,5961,"Blepharisma japonicum, Strain Stock R1072",MMETSP1395,aa,"Keeling et al., 2014",,
297,13221,"Pleurochrysis carterae, Strain CCMP645",MMETSP1136,aa,"Keeling et al., 2014",,
298,13221,"Pleurochrysis carterae, Strain CCMP645",MMETSP1137,aa,"Keeling et al., 2014",,
299,13221,"Pleurochrysis carterae, Strain CCMP645",MMETSP1138,aa,"Keeling et al., 2014",,
300,43993,Ammonia sp.,MMETSP1384,aa,"Keeling et al., 2014",,
301,29199,Chlorarachnion reptans CCCM449,MMETSP0109,aa,"Keeling et al., 2014",,
302,29205,Cyclotella meneghiniana CCMP 338,MMETSP1057,aa,"Keeling et al., 2014",,
303,1955572,Goniomonas sp m,MMETSP0114,aa,"Keeling et al., 2014",,
304,31354,"Compsopogon coeruleus, Strain SAG 36.94",MMETSP0312,aa,"Keeling et al., 2014",,
305,33640,Asterionellopsis glacialis,MMETSP1394,aa,"Keeling et al., 2014",,
306,33640,Asterionellopsis glacialis CCMP134,MMETSP0705,aa,"Keeling et al., 2014",,
307,33640,"Asterionellopsis glacialis, Strain CCMP134",MMETSP0706,aa,"Keeling et al., 2014",,
308,33640,"Asterionellopsis glacialis, Strain CCMP134",MMETSP0707,aa,"Keeling et al., 2014",,
309,33640,"Asterionellopsis glacialis, Strain CCMP134",MMETSP0708,aa,"Keeling et al., 2014",,
310,33640,Asterionellopsis glacialis,MMETSP0713,aa,"Keeling et al., 2014",,
311,33649,"Thalassionema nitzschioides, Strain L26-B",MMETSP0156,aa,"Keeling et al., 2014",,
312,33649,"Thalassionema nitzschioides, Strain L26-B",MMETSP0158,aa,"Keeling et al., 2014",,
313,33649,"Thalassionema nitzschioides, Strain Unknown",MMETSP0693,aa,"Keeling et al., 2014",,
314,1486930,"Bicosoecid sp, Strain ms1",MMETSP0115,aa,"Keeling et al., 2014",,
315,2621217,"Cafeteria sp., Strain Caron Lab Isolate",MMETSP1104,aa,"Keeling et al., 2014",,
316,33653,Cafeteria roebergensis E4-10,MMETSP0942,aa,"Keeling et al., 2014",,
317,1411682,Phaeocystis Sp CCMP2710,MMETSP1162,aa,"Keeling et al., 2014",,
318,1631189,unid sp CCMP2000,MMETSP1178,aa,"Keeling et al., 2014",,
319,33657,"Phaeocystis antarctica, Strain Caron Lab Isolate",MMETSP1100,aa,"Keeling et al., 2014",,
320,33657,"Phaeocystis antarctica, Strain CCMP1374",MMETSP1444,aa,"Keeling et al., 2014",,
321,35107,"Uronema sp., Strain Bbcil",MMETSP0018,aa,"Keeling et al., 2014",,
322,1891026,Thalassiosira sp. (freshwater),MMETSP1059,aa,"Keeling et al., 2014",,
323,1891026,Thalassiosira sp.,MMETSP1071,aa,"Keeling et al., 2014",,
324,35677,Pelagomonas calceolata RCC969,MMETSP1328,aa,"Keeling et al., 2014",,
325,35677,"Pelagomonas calceolata , Strain CCMP1756",MMETSP0886,aa,"Keeling et al., 2014",,
326,35677,"Pelagomonas calceolata , Strain CCMP1756",MMETSP0887,aa,"Keeling et al., 2014",,
327,35677,"Pelagomonas calceolata , Strain CCMP1756",MMETSP0888,aa,"Keeling et al., 2014",,
328,35677,"Pelagomonas calceolata , Strain CCMP1756",MMETSP0889,aa,"Keeling et al., 2014",,
329,35679,"Pelagococcus subviridis, Strain CCMP1429",MMETSP0882,aa,"Keeling et al., 2014",,
330,35679,"Pelagococcus subviridis, Strain CCMP1429",MMETSP0883,aa,"Keeling et al., 2014",,
331,35679,"Pelagococcus subviridis, Strain CCMP1429",MMETSP0884,aa,"Keeling et al., 2014",,
332,35679,"Pelagococcus subviridis, Strain CCMP1429",MMETSP0885,aa,"Keeling et al., 2014",,
333,35684,Pseudopedinella elastica,MMETSP1068,aa,"Keeling et al., 2014",,
334,35684,"Pseudopedinella elastica, Strain CCMP716",MMETSP1097,aa,"Keeling et al., 2014",,
335,35687,"Dictyocha speculum, Strain CCMP1381",MMETSP1174,aa,"Keeling et al., 2014",,
336,36767,"Euplotes focardii, Strain TN1",MMETSP0205,aa,"Keeling et al., 2014",,
337,36767,"Euplotes focardii, Strain TN1",MMETSP0206,aa,"Keeling et al., 2014",,
338,89770,"Paraphysomonas bandaiensis, Strain Caron Lab Isolate",MMETSP1103,aa,"Keeling et al., 2014",,
339,36770,"Paraphysomonas vestita, Strain GFlagA",MMETSP1107,aa,"Keeling et al., 2014",,
340,1411642,Pyramimonas obovata CCMP722,MMETSP1169,aa,"Keeling et al., 2014",,
341,1486889,"Pyramimonas amylifera, Strain CCMP720",MMETSP1081,aa,"Keeling et al., 2014",,
342,36894,Pyramimonas parkeae CCMP726,MMETSP0059,aa,"Keeling et al., 2014",,
343,36898,"Pyramimonas sp., Strain CCMP2087",MMETSP1445,aa,"Keeling et al., 2014",,
344,40639,"Isochrysis sp, Strain CCMP1244",MMETSP1090,aa,"Keeling et al., 2014",,
345,40639,"Isochrysis sp, Strain CCMP1244",MMETSP1388,aa,"Keeling et al., 2014",,
346,37099,"Isochrysis galbana, Strain CCMP 1323",MMETSP0595,aa,"Keeling et al., 2014",,
347,37099,"Isochrysis galbana, Strain CCMP1323",MMETSP0943,aa,"Keeling et al., 2014",,
348,37099,"Isochrysis galbana, Strain CCMP1323",MMETSP0944,aa,"Keeling et al., 2014",,
349,2202556,Pseudo-nitzschia pungens cf. cingulata (GGA1),MMETSP1060,aa,"Keeling et al., 2014",,
350,1001703,Pseudo-nitzschia pungens cf. pungens (GGC3),MMETSP1061,aa,"Keeling et al., 2014",,
351,2695917,Rosalina sp.,MMETSP0190,aa,"Keeling et al., 2014",,
352,37642,Paraphysomonas Paraphysomonas imperforata PA2,MMETSP0103,aa,"Keeling et al., 2014",,
353,37642,Paraphysomonas Paraphysomonas imperforata PA2,MMETSP0104,aa,"Keeling et al., 2014",,
354,38269,"Gloeochaete witrockiana, Strain SAG 46.84",MMETSP0308,aa,"Keeling et al., 2014",,
355,38269,"Gloeochaete wittrockiana, Strain SAG46.84",MMETSP1089,aa,"Keeling et al., 2014",,
356,2801,"Rhodella maculata, Strain CCMP736",MMETSP0167,aa,"Keeling et al., 2014",,
357,2801,"Rhodella maculata, Strain CCMP736",MMETSP0314,aa,"Keeling et al., 2014",,
358,38817,"Gephyrocapsa oceanica, Strain RCC1303",MMETSP1363,aa,"Keeling et al., 2014",,
359,38817,"Gephyrocapsa oceanica, Strain RCC1303",MMETSP1364,aa,"Keeling et al., 2014",,
360,38817,"Gephyrocapsa oceanica, Strain RCC1303",MMETSP1365,aa,"Keeling et al., 2014",,
361,38817,"Gephyrocapsa oceanica, Strain RCC1303",MMETSP1366,aa,"Keeling et al., 2014",,
362,38822,Pteridomonas Pteridomonas PT,MMETSP0101,aa,"Keeling et al., 2014",,
363,38822,Pteridomonas Pteridomonas PT,MMETSP0102,aa,"Keeling et al., 2014",,
364,1442574,Micromonas sp. CCMP2099,MMETSP0802,aa,"Keeling et al., 2014",,
365,38833,Micromonas pusilla RCC2306,MMETSP1327,aa,"Keeling et al., 2014",,
366,1659424,"Micromonas sp, Strain CCMP1646",MMETSP1080,aa,"Keeling et al., 2014",,
367,2509521,"Micromonas sp., Strain NEPCC29",MMETSP1082,aa,"Keeling et al., 2014",,
368,2509521,"Micromonas sp., Strain RCC472",MMETSP1084,aa,"Keeling et al., 2014",,
369,2509521,"Micromonas sp., Strain NEPCC29",MMETSP1386,aa,"Keeling et al., 2014",,
370,2509521,"Micromonas sp., Strain RCC472",MMETSP1387,aa,"Keeling et al., 2014",,
371,1442574,"Micromonas sp., Strain CCMP2099",MMETSP1390,aa,"Keeling et al., 2014",,
372,1659427,"Micromonas sp, Strain CS-222",MMETSP1393,aa,"Keeling et al., 2014",,
373,2509521,"Micromonas sp., Strain RCC451",MMETSP1400,aa,"Keeling et al., 2014",,
374,38833,"Micromonas pusilla, Strain CCAC1681",MMETSP1401,aa,"Keeling et al., 2014",,
375,38833,"Micromonas pusilla, Strain RCC1614",MMETSP1402,aa,"Keeling et al., 2014",,
376,38833,"Micromonas pusilla, Strain CCMP1723",MMETSP1403,aa,"Keeling et al., 2014",,
377,38833,"Micromonas pusilla, Strain CCMP494",MMETSP1404,aa,"Keeling et al., 2014",,
378,2829,"Heterosigma akashiwo, Strain CCMP2393",MMETSP0292,aa,"Keeling et al., 2014",,
379,2829,"Heterosigma akashiwo, Strain CCMP2393",MMETSP0294,aa,"Keeling et al., 2014",,
380,2829,"Heterosigma akashiwo, Strain CCMP2393",MMETSP0295,aa,"Keeling et al., 2014",,
381,2829,"Heterosigma akashiwo, Strain CCMP2393",MMETSP0296,aa,"Keeling et al., 2014",,
382,1203019,Gymnodinium catenatum GC744,MMETSP0784,aa,"Keeling et al., 2014",,
383,39448,"Prorocentrum lima, Strain CCMP 684",MMETSP0252,aa,"Keeling et al., 2014",,
384,39449,"Prorocentrum minimum, Strain CCMP2233",MMETSP0267,aa,"Keeling et al., 2014",,
385,39449,"Prorocentrum minimum, Strain CCMP2233",MMETSP0268,aa,"Keeling et al., 2014",,
386,39449,"Prorocentrum minimum, Strain CCMP2233",MMETSP0269,aa,"Keeling et al., 2014",,
387,39449,"Prorocentrum minimum, Strain CCMP1329",MMETSP0053,aa,"Keeling et al., 2014",,
388,39449,"Prorocentrum minimum, Strain CCMP1329",MMETSP0055,aa,"Keeling et al., 2014",,
389,39449,"Prorocentrum minimum, Strain CCMP1329",MMETSP0056,aa,"Keeling et al., 2014",,
390,39449,"Prorocentrum minimum, Strain CCMP1329",MMETSP0057,aa,"Keeling et al., 2014",,
391,39455,Alexandrium minutum CCMP113,MMETSP0328,aa,"Keeling et al., 2014",,
392,40633,"Condylostoma magnum, Strain COL2",MMETSP0210,aa,"Keeling et al., 2014",,
393,40639,"Isochrysis sp., Strain CCMP1324",MMETSP1129,aa,"Keeling et al., 2014",,
394,40639,"Isochrysis sp., Strain CCMP1324",MMETSP1130,aa,"Keeling et al., 2014",,
395,40639,"Isochrysis sp., Strain CCMP1324",MMETSP1131,aa,"Keeling et al., 2014",,
396,40639,"Isochrysis sp., Strain CCMP1324",MMETSP1132,aa,"Keeling et al., 2014",,
397,41875,"Bathycoccus prasinos, Strain CCMP1898",MMETSP1399,aa,"Keeling et al., 2014",,
398,41875,"Bathycoccus prasinos, Strain RCC716",MMETSP1460,aa,"Keeling et al., 2014",,
399,1461544,"Pycnococcus sp, Strain CCMP1998",MMETSP1085,aa,"Keeling et al., 2014",,
400,41880,Pycnococcus provasolii RCC2336,MMETSP1316,aa,"Keeling et al., 2014",,
401,41880,"Pycnococcus provasolii, Strain RCC733",MMETSP1471,aa,"Keeling et al., 2014",,
402,41880,"Pycnococcus provasolii, Strain RCC931",MMETSP1459,aa,"Keeling et al., 2014",,
403,41880,"Pycnococcus provasolii, Strain RCC251",MMETSP1472,aa,"Keeling et al., 2014",,
404,43686,"Pelagodinium beii, Strain RCC1491",MMETSP1338,aa,"Keeling et al., 2014",,
405,44056,"Aureococcus anophagefferens, Strain CCMP1850",MMETSP0914,aa,"Keeling et al., 2014",,
406,44056,"Aureococcus anophagefferens, Strain CCMP1850",MMETSP0915,aa,"Keeling et al., 2014",,
407,44056,"Aureococcus anophagefferens, Strain CCMP1850",MMETSP0916,aa,"Keeling et al., 2014",,
408,44056,"Aureococcus anophagefferens, Strain CCMP1850",MMETSP0917,aa,"Keeling et al., 2014",,
409,44058,"Aureoumbra lagunensis, Strain CCMP1510",MMETSP0890,aa,"Keeling et al., 2014",,
410,44058,"Aureoumbra lagunensis, Strain CCMP1510",MMETSP0891,aa,"Keeling et al., 2014",,
411,44058,"Aureoumbra lagunensis, Strain CCMP1510",MMETSP0892,aa,"Keeling et al., 2014",,
412,44058,"Aureoumbra lagunensis, Strain CCMP1510",MMETSP0893,aa,"Keeling et al., 2014",,
413,44440,Chattonella subsalsa CCMP2191,MMETSP0947,aa,"Keeling et al., 2014",,
414,44440,Chattonella subsalsa CCMP2191,MMETSP0948,aa,"Keeling et al., 2014",,
415,44440,Chattonella subsalsa CCMP2191,MMETSP0949,aa,"Keeling et al., 2014",,
416,44440,Chattonella subsalsa CCMP2191,MMETSP0950,aa,"Keeling et al., 2014",,
417,44445,"Pseudo-nitzschia australis, Strain 10249 10 AB",MMETSP0139,aa,"Keeling et al., 2014",,
418,44445,"Pseudo-nitzschia australis, Strain 10249 10 AB",MMETSP0140,aa,"Keeling et al., 2014",,
419,44445,"Pseudo-nitzschia australis, Strain 10249 10 AB",MMETSP0141,aa,"Keeling et al., 2014",,
420,44445,"Pseudo-nitzschia australis, Strain 10249 10 AB",MMETSP0142,aa,"Keeling et al., 2014",,
421,44447,Pseudo-nitzschia delicatissima B596,MMETSP0327,aa,"Keeling et al., 2014",,
422,44447,"Pseudo-nitzschia delicatissima, Strain UNC1205",MMETSP1432,aa,"Keeling et al., 2014",,
423,44452,"Pavlova gyrans, Strain CCMP608",MMETSP1466,aa,"Keeling et al., 2014",,
424,1764295,"Unidentified sp., Strain CCMP1205",MMETSP1469,aa,"Keeling et al., 2014",,
425,46462,"Anophryoides haemophila, Strain AH6",MMETSP1018,aa,"Keeling et al., 2014",,
426,46462,"Anophryoides haemophila, Strain AH6",MMETSP1019,aa,"Keeling et al., 2014",,
427,2864123,"Geminigera sp., Strain Caron Lab Isolate",MMETSP1102,aa,"Keeling et al., 2014",,
428,1202989,"Geminigera cryophila, Strain CCMP2564",MMETSP0799,aa,"Keeling et al., 2014",,
429,46948,"Rhodomonas abbreviata, Strain Caron Lab Isolate",MMETSP1101,aa,"Keeling et al., 2014",,
430,47934,"Dinophysis acuminata, Strain DAEP01",MMETSP0797,aa,"Keeling et al., 2014",,
431,1537840,"Chaetoceros sp., Strain UNC1202",MMETSP1429,aa,"Keeling et al., 2014",,
432,49249,Ditylum brightwellii SS4 Population 1,MMETSP1062,aa,"Keeling et al., 2014",,
433,49249,Ditylum brightwellii S10 Population 2,MMETSP1063,aa,"Keeling et al., 2014",,
434,49249,"Ditylum brightwellii, Strain GSO105",MMETSP0998,aa,"Keeling et al., 2014",,
435,49249,"Ditylum brightwellii, Strain GSO105",MMETSP1001,aa,"Keeling et al., 2014",,
436,49249,"Ditylum brightwellii, Strain GSO103",MMETSP1002,aa,"Keeling et al., 2014",,
437,49249,"Ditylum brightwellii, Strain GSO103",MMETSP1005,aa,"Keeling et al., 2014",,
438,49249,"Ditylum brightwellii, Strain GSO104",MMETSP1010,aa,"Keeling et al., 2014",,
439,49249,"Ditylum brightwellii, Strain GSO104",MMETSP1012,aa,"Keeling et al., 2014",,
440,49249,"Ditylum brightwellii, Strain GSO104",MMETSP1013,aa,"Keeling et al., 2014",,
441,49252,"Eucampia antarctica, Strain CCMP1452",MMETSP1437,aa,"Keeling et al., 2014",,
442,49265,"Thalassiosira rotula, Strain CCMP3096",MMETSP0403,aa,"Keeling et al., 2014",,
443,49265,"Thalassiosira rotula, Strain CCMP3096",MMETSP0404,aa,"Keeling et al., 2014",,
444,49265,"Thalassiosira rotula, Strain GSO102",MMETSP0910,aa,"Keeling et al., 2014",,
445,49265,"Thalassiosira rotula, Strain GSO102",MMETSP0911,aa,"Keeling et al., 2014",,
446,49265,"Thalassiosira rotula, Strain GSO102",MMETSP0912,aa,"Keeling et al., 2014",,
447,49265,"Thalassiosira rotula, Strain GSO102",MMETSP0913,aa,"Keeling et al., 2014",,
448,49980,"Climacostomum Climacostomum virens, Strain Stock W-24",MMETSP1397,aa,"Keeling et al., 2014",,
449,51329,"Polytomella parva, Strain SAG 63-3",MMETSP0052,aa,"Keeling et al., 2014",,
450,52970,"Rhodomonas salina, Strain CCMP1319",MMETSP1047,aa,"Keeling et al., 2014",,
451,1411683,"Sarcinochrysis sp, Strain CCMP770",MMETSP1170,aa,"Keeling et al., 2014",,
452,63592,"Tetraselmis chuii, Strain PLY429",MMETSP0491,aa,"Keeling et al., 2014",,
453,63605,Percolomonas cosmopolitus AE-1 (ATCC 50343),MMETSP0758,aa,"Keeling et al., 2014",,
454,63605,Percolomonas cosmopolitus WS,MMETSP0759,aa,"Keeling et al., 2014",,
455,66468,"Heterocapsa triquestra, Strain CCMP 448",MMETSP0448,aa,"Keeling et al., 2014",,
456,66791,"Gonyaulax spinifera, Strain CCMP409",MMETSP1439,aa,"Keeling et al., 2014",,
457,1577725,"Thalassiosira weissflogii, Strain CCMP1336",MMETSP0878,aa,"Keeling et al., 2014",,
458,1577725,"Thalassiosira weissflogii, Strain CCMP1336",MMETSP0879,aa,"Keeling et al., 2014",,
459,1577725,"Thalassiosira weissflogii, Strain CCMP1336",MMETSP0880,aa,"Keeling et al., 2014",,
460,1577725,"Thalassiosira weissflogii, Strain CCMP1336",MMETSP0881,aa,"Keeling et al., 2014",,
461,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP0898,aa,"Keeling et al., 2014",,
462,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP0899,aa,"Keeling et al., 2014",,
463,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP0900,aa,"Keeling et al., 2014",,
464,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP0901,aa,"Keeling et al., 2014",,
465,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1405,aa,"Keeling et al., 2014",,
466,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1406,aa,"Keeling et al., 2014",,
467,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1407,aa,"Keeling et al., 2014",,
468,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1408,aa,"Keeling et al., 2014",,
469,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1409,aa,"Keeling et al., 2014",,
470,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1410,aa,"Keeling et al., 2014",,
471,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1411,aa,"Keeling et al., 2014",,
472,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1412,aa,"Keeling et al., 2014",,
473,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1413,aa,"Keeling et al., 2014",,
474,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1414,aa,"Keeling et al., 2014",,
475,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1415,aa,"Keeling et al., 2014",,
476,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1416,aa,"Keeling et al., 2014",,
477,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1417,aa,"Keeling et al., 2014",,
478,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1418,aa,"Keeling et al., 2014",,
479,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1419,aa,"Keeling et al., 2014",,
480,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1420,aa,"Keeling et al., 2014",,
481,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1421,aa,"Keeling et al., 2014",,
482,1577725,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1422,aa,"Keeling et al., 2014",,
483,71861,Scrippsiella trochoidea CCMP3099,MMETSP0270,aa,"Keeling et al., 2014",,
484,71861,Scrippsiella trochoidea CCMP3099,MMETSP0271,aa,"Keeling et al., 2014",,
485,71861,Scrippsiella trochoidea CCMP3099,MMETSP0272,aa,"Keeling et al., 2014",,
486,72548,Chrysochromulina polylepis UIO037,MMETSP0286,aa,"Keeling et al., 2014",,
487,72548,"Chrysochromulina polylepis, Strain CCMP1757",MMETSP0143,aa,"Keeling et al., 2014",,
488,72548,"Chrysochromulina polylepis, Strain CCMP1757",MMETSP0145,aa,"Keeling et al., 2014",,
489,72548,"Chrysochromulina polylepis, Strain CCMP1757",MMETSP0146,aa,"Keeling et al., 2014",,
490,72548,"Chrysochromulina polylepis, Strain CCMP1757",MMETSP0147,aa,"Keeling et al., 2014",,
491,73025,Eutreptiella gymnastica NIES-381,MMETSP0039,aa,"Keeling et al., 2014",,
492,1867818,"Eutreptiella gymnastica-like, Strain CCMP1594",MMETSP0809,aa,"Keeling et al., 2014",,
493,1867818,"Eutreptiella gymnastica-like, Strain CCMP1594",MMETSP0810,aa,"Keeling et al., 2014",,
494,1867818,"Eutreptiella gymnastica-like, Strain CCMP1594",MMETSP0811,aa,"Keeling et al., 2014",,
495,73915,"Pyrodinium bahamense, Strain pbaha01",MMETSP0796,aa,"Keeling et al., 2014",,
496,77922,"Cyanoptyche gloeocystis , Strain SAG4.97",MMETSP1086,aa,"Keeling et al., 2014",,
497,77926,"Hemiselmis rufescens, Strain PCC563",MMETSP1357,aa,"Keeling et al., 2014",,
498,77927,"Hemiselmis virescens, Strain PCC157",MMETSP1356,aa,"Keeling et al., 2014",,
499,77928,"Proteomonas sulcata, Strain CCMP704",MMETSP1049,aa,"Keeling et al., 2014",,
500,2618734,"Acanthoeca-like sp., Strain 10tr",MMETSP0105,aa,"Keeling et al., 2014",,
501,2618734,"Acanthoeca-like sp., Strain 10tr",MMETSP0106,aa,"Keeling et al., 2014",,
502,81844,"Mantoniella antarctica, Strain SL-175",MMETSP1106,aa,"Keeling et al., 2014",,
503,83371,Detonula confervacea,MMETSP1058,aa,"Keeling et al., 2014",,
504,717989,"Aurantiochytrium limacinum, Strain ATCCMYA-1381",MMETSP0958,aa,"Keeling et al., 2014",,
505,717989,"Aurantiochytrium limacinum, Strain ATCCMYA-1381",MMETSP0959,aa,"Keeling et al., 2014",,
506,717989,"Aurantiochytrium limacinum, Strain ATCCMYA-1381",MMETSP0960,aa,"Keeling et al., 2014",,
507,717989,"Aurantiochytrium limacinum, Strain ATCCMYA-1381",MMETSP0961,aa,"Keeling et al., 2014",,
508,88271,Picocystis salinarum,MMETSP1159,aa,"Keeling et al., 2014",,
509,88271,"Picocystis salinarum, Strain CCMP1897",MMETSP0807,aa,"Keeling et al., 2014",,
510,88552,"Amoebophrya sp., Strain Ameob2",MMETSP0795,aa,"Keeling et al., 2014",,
511,89044,"Spumella elongata, Strain CCAP 955/1",MMETSP1098,aa,"Keeling et al., 2014",,
512,89957,Polarella glacialis CCMP 1383,MMETSP0227,aa,"Keeling et al., 2014",,
513,89957,"Polarella glacialis, Strain CCMP2088",MMETSP1440,aa,"Keeling et al., 2014",,
514,89963,"Heterocapsa rotundata, Strain SCCAP K-0483",MMETSP0503,aa,"Keeling et al., 2014",,
515,91324,Lotharella globosa LEX01,MMETSP0041,aa,"Keeling et al., 2014",,
516,91324,"Lotharella globosa, Strain CCCM811",MMETSP0111,aa,"Keeling et al., 2014",,
517,91324,"Lotharella globosa, Strain CCCM811",MMETSP0112,aa,"Keeling et al., 2014",,
518,552664,"Norrisiella sphaerica, Strain BC52",MMETSP0113,aa,"Keeling et al., 2014",,
519,1606585,"Bolidomonas sp., Strain RCC2347",MMETSP1320,aa,"Keeling et al., 2014",,
520,1411661,"Bolidomonas sp., Strain RCC1657",MMETSP1321,aa,"Keeling et al., 2014",,
521,91992,Bolidomonas pacifica CCMP 1866,MMETSP0785,aa,"Keeling et al., 2014",,
522,94617,Fibrocapsa japonica CCMP1661,MMETSP1339,aa,"Keeling et al., 2014",,
523,1973054,Vannella n. sp. DIVA3 517/6/12,MMETSP0168,aa,"Keeling et al., 2014",,
524,1487602,"Vannella robusta, Strain DIVA3 518/3/11/1/6",MMETSP0166,aa,"Keeling et al., 2014",,
525,96639,"labyrinthulid quahog parasite QPX, Strain NY0313808BC1",MMETSP0098,aa,"Keeling et al., 2014",,
526,96639,"labyrinthulid quahog parasite QPX, Strain NY0313808BC1",MMETSP0099,aa,"Keeling et al., 2014",,
527,96639,"labyrinthulid quahog parasite QPX, Strain NY0313808BC1",MMETSP0100,aa,"Keeling et al., 2014",,
528,96639,"Undescribed Undescribed, Strain NY07348D",MMETSP1433,aa,"Keeling et al., 2014",,
529,96789,"Chromulina nebulosa, Strain UTEXLB2642",MMETSP1095,aa,"Keeling et al., 2014",,
530,97485,Prymnesium parvum Texoma1,MMETSP0008,aa,"Keeling et al., 2014",,
531,97485,"Prymnesium parvum, Strain Texoma1",MMETSP0006,aa,"Keeling et al., 2014",,
532,97485,"Prymnesium parvum, Strain Texoma1",MMETSP0007,aa,"Keeling et al., 2014",,
533,97485,"Prymnesium parvum, Strain Texoma1",MMETSP0814,aa,"Keeling et al., 2014",,
