candidate_id,accepted,ref_id,marferret_name,tax_id,NCBI_tax_name,original_taxID,source_name,alias,data_source,source_filename,source_reference,source_link,ref_link,ref_doi,n_seqs_raw,status,taxID_notes,FLAG,HCLUST_FLAG,FLAG_Lasek-Nesselquist,FLAG_VanVlierberghe
215,Y,778,Nematostella_vectensis,45351,Nematostella vectensis,45351,Nematostella vectensis,NA,NCBI,Nematostella_vectensis.protein.faa,"Putnam et al., 2007",https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_000209225.1/,https://pubmed.ncbi.nlm.nih.gov/17615350,https://doi.org/10.1093/nar/gky989,34311,Unchanged,from NCBI record,NA,NA,NA,NA
216,Y,779,Apostichopus_japonicus,307972,Apostichopus japonicus,307972,Apostichopus japonicus,NA,NCBI,Apostichopus_japonicus.protein.faa,"Zhang et al., 2017",https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCA_002754855.1/,https://pubmed.ncbi.nlm.nih.gov/29023486,https://doi.org/10.1093/nar/gky989,30221,Unchanged,from NCBI record,NA,NA,NA,NA
217,Y,780,Strongylocentrotus_purpuratus,7668,Strongylocentrotus purpuratus,7668,Strongylocentrotus purpuratus,NA,NCBI,Strongylocentrotus_purpuratus.protein.faa,"Sodergren et al., 2006",https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_000002235.5/,https://pubmed.ncbi.nlm.nih.gov/17095691,https://doi.org/10.1093/nar/gky989,38439,Unchanged,from NCBI record,NA,NA,NA,NA
218,Y,781,Bugula_neritina,10212,Bugula neritina,10212,Bugula neritina,NA,NCBI,Bugula_neritina.protein.faa,"Rayko et al., 2020",https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCA_010799875.2/,https://pubmed.ncbi.nlm.nih.gov/33082320,https://doi.org/10.1093/nar/gky989,25318,Unchanged,from NCBI record,NA,NA,NA,NA
219,Y,782,Amphimedon_queenslandica,400682,Amphimedon queenslandica,400682,Amphimedon queenslandica,NA,NCBI,Amphimedon_queenslandica.protein.faa,"Srivastava et al., 2010",https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_000090795.1/,https://pubmed.ncbi.nlm.nih.gov/20686567,https://doi.org/10.1093/nar/gky989,24115,Unchanged,from NCBI record,NA,NA,NA,NA
220,Y,783,Lingula_anatina,7574,Lingula anatina,7574,Lingula anatina,NA,NCBI,Lingula_anatina.protein.faa,"Luo et al., 2015",https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_001039355.2/,https://pubmed.ncbi.nlm.nih.gov/26383154,https://doi.org/10.1093/nar/gky989,41392,Unchanged,from NCBI record,NA,NA,NA,NA
221,Y,784,Adineta_ricciae,249248,Adineta ricciae,249248,Adineta ricciae,NA,NCBI,Adineta_ricciae.protein.faa,unpublished,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCA_905250025.1/,NA,https://doi.org/10.1093/nar/gky989,49015,Unchanged,from NCBI record,NA,NA,NA,NA
222,Y,785,Diacronema_lutheri,2081491,Diacronema lutheri,2081491,Diacronema lutheri,NA,NCBI,Diacronema_lutheri.aa.fasta,"Hulatt et al., 2021",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA725470/,https://pubmed.ncbi.nlm.nih.gov/34343248/,https://doi.org/10.1093/nar/gky989,14446,Unchanged,from NCBI record,NA,NA,NA,NA
223,Y,786,Abedinium_folium,2713251,Abedinium folium,NA,Abedinium folium,NA,datadryad.org,Abedinium_folium_DICHO17_03_rnaspades.fasta,"Cooney et al., 2020",https://datadryad.org/stash/dataset/doi:10.5061/dryad.pg4f4qrk0,https://pubmed.ncbi.nlm.nih.gov/33045041/,https://doi.org/10.5061/dryad.pg4f4qrk0,73074,Assigned,manually assigned to NCBI taxID,NA,NA,NA,NA
224,Y,787,Abedinium_dasypus,763927,Abedinium dasypus,NA,Abedinium dasypus,NA,datadryad.org,Abedinium_dasypus_DSEL18_54_rnaspades.fasta,"Cooney et al., 2020",https://datadryad.org/stash/dataset/doi:10.5061/dryad.pg4f4qrk0,https://pubmed.ncbi.nlm.nih.gov/33045041/,https://doi.org/10.5061/dryad.pg4f4qrk0,27701,Assigned,manually assigned to NCBI taxID,NA,NA,NA,NA
225,Y,1,Porphyridium_aerugineum,2792,Porphyridium aerugineum,2792,Porphyridium aerugineum Strain SAG 1380-2,MMETSP0313,MMETSP,MMETSP0313.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,18738,Unchanged,from MMETSP metadata,NA,NA,NA,NA
226,Y,2,Diacronema_lutheri,2081491,Diacronema lutheri,2832,Pavlova lutheri Strain RCC1537,MMETSP1463,MMETSP,MMETSP1463.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,24382,Updated,from MMETSP metadata,NA,NA,NA,NA
227,Y,3,Odontella_aurita,265563,Odontella aurita,2838,Odontella aurita isolate 1302-5,MMETSP0015,MMETSP,MMETSP0015.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,71487,Updated,from MMETSP metadata,NA,NA,NA,NA
228,Y,4,Trieres_chinensis,1514140,Trieres chinensis,2839,Odontella Sinensis Strain Grunow 1884,MMETSP0160,MMETSP,MMETSP0160.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,34184,Updated,from MMETSP metadata,NA,NA,NA,NA
229,Y,5,Skeletonema_costatum,2843,Skeletonema costatum,2843,Skeletonema costatum RA080513-05,MMETSP0013,MMETSP,MMETSP0013.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,39020,Unchanged,from MMETSP metadata,NA,NA,NA,NA
230,Y,6,Cylindrotheca_closterium,2856,Cylindrotheca closterium,2856,Cylindrotheca closterium KMMCC:B-181,MMETSP0017,MMETSP,MMETSP0017.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,50848,Unchanged,from MMETSP metadata,NA,NA,NA,NA
231,Y,7,Nitszchia_sp_RCC80,1606575,Nitzschia sp. RCC80,2857,Nitszchia sp. ROS97004,MMETSP0014,MMETSP,MMETSP0014.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,67212,Updated,from MMETSP metadata,NA,NA,NA,NA
232,Y,8,Crypthecodinium_cohnii,2866,Crypthecodinium cohnii,2866,Crypthecodinium cohnii Strain Seligo,MMETSP0323,MMETSP,MMETSP0323.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,22008,Unchanged,from MMETSP metadata,NA,NA,NA,NA
233,Y,9,Crypthecodinium_cohnii,2866,Crypthecodinium cohnii,2866,Crypthecodinium cohnii Strain Seligo,MMETSP0324,MMETSP,MMETSP0324.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,75768,Unchanged,from MMETSP metadata,NA,NA,NA,NA
234,Y,10,Crypthecodinium_cohnii,2866,Crypthecodinium cohnii,2866,Crypthecodinium cohnii Strain Seligo,MMETSP0325,MMETSP,MMETSP0325.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,76238,Unchanged,from MMETSP metadata,NA,NA,NA,NA
235,Y,11,Crypthecodinium_cohnii,2866,Crypthecodinium cohnii,2866,Crypthecodinium cohnii Strain Seligo,MMETSP0326,MMETSP,MMETSP0326.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,22967,Unchanged,from MMETSP metadata,NA,NA,NA,NA
236,Y,12,Cryptomonas_paramecium,2898,Cryptomonas paramecium,2898,Cryptomonas paramecium CCAP977/2a,MMETSP0038,MMETSP,MMETSP0038.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,92586,Unchanged,from MMETSP metadata,NA,NA,NA,NA
237,Y,13,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain 379,MMETSP0994,MMETSP,MMETSP0994.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,43677,Unchanged,from MMETSP metadata,NA,NA,NA,NA
238,Y,14,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain 379,MMETSP0995,MMETSP,MMETSP0995.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,42025,Unchanged,from MMETSP metadata,NA,NA,NA,NA
239,Y,15,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain 379,MMETSP0996,MMETSP,MMETSP0996.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,42500,Unchanged,from MMETSP metadata,NA,NA,NA,NA
240,Y,16,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain 379,MMETSP0997,MMETSP,MMETSP0997.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,44405,Unchanged,from MMETSP metadata,NA,NA,NA,NA
241,Y,17,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain 374,MMETSP1006,MMETSP,MMETSP1006.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,31795,Unchanged,from MMETSP metadata,NA,NA,NA,NA
242,Y,18,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain 374,MMETSP1007,MMETSP,MMETSP1007.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,31404,Unchanged,from MMETSP metadata,NA,NA,NA,NA
243,Y,19,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain 374,MMETSP1008,MMETSP,MMETSP1008.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,37936,Unchanged,from MMETSP metadata,NA,NA,NA,NA
244,Y,20,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain 374,MMETSP1009,MMETSP,MMETSP1009.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,28709,Unchanged,from MMETSP metadata,NA,NA,NA,NA
245,N,NA,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain PLY M219,MMETSP1150,MMETSP,MMETSP1150.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,60672,Unchanged,from MMETSP metadata,CONTAM,NA,NA,MID_CONTAM
246,Y,21,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain PLY M219,MMETSP1151,MMETSP,MMETSP1151.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,56445,Unchanged,from MMETSP metadata,NA,NA,NA,NA
247,Y,22,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain PLY M219,MMETSP1152,MMETSP,MMETSP1152.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,63604,Unchanged,from MMETSP metadata,NA,NA,NA,NA
248,Y,23,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain PLY M219,MMETSP1153,MMETSP,MMETSP1153.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,62259,Unchanged,from MMETSP metadata,NA,NA,NA,NA
249,Y,24,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain CCMP370,MMETSP1154,MMETSP,MMETSP1154.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,61623,Unchanged,from MMETSP metadata,NA,NA,NA,NA
250,Y,25,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain CCMP370,MMETSP1155,MMETSP,MMETSP1155.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,63067,Unchanged,from MMETSP metadata,NA,NA,NA,NA
251,Y,26,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain CCMP370,MMETSP1156,MMETSP,MMETSP1156.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,60987,Unchanged,from MMETSP metadata,NA,NA,NA,NA
252,Y,27,Emiliania_huxleyi,2903,Emiliania huxleyi,2903,Emiliania huxleyi Strain CCMP370,MMETSP1157,MMETSP,MMETSP1157.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,63211,Unchanged,from MMETSP metadata,NA,NA,NA,NA
253,Y,28,Tripos_fusus,2916,Tripos fusus,2916,Ceratium fusus Strain PA161109,MMETSP1074,MMETSP,MMETSP1074.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,118358,Unchanged,from MMETSP metadata,NA,NA,NA,NA
254,Y,29,Tripos_fusus,2916,Tripos fusus,2916,Ceratium fusus Strain PA161109,MMETSP1075,MMETSP,MMETSP1075.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,121055,Unchanged,from MMETSP metadata,NA,NA,NA,NA
255,N,NA,Thoracosphaera_heimii,2923,Thoracosphaera heimii,2923,Thoracosphaera heimii Strain CCCM 670 (=CCMP 1069),MMETSP0225,MMETSP,MMETSP0225.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,409,Unchanged,from MMETSP metadata,LOW_QUALITY,unexpected placement; long branch,NA,REMOVED
256,Y,30,Alexandrium_catenella,2925,Alexandrium catenella,2925,Alexandrium catenella Strain OF101,MMETSP0790,MMETSP,MMETSP0790.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,112580,Unchanged,from MMETSP metadata,NA,NA,NA,NA
257,Y,31,Alexandrium_tamarense,2926,Alexandrium tamarense,2926,Alexandrium tamarense CCMP1771,MMETSP0378,MMETSP,MMETSP0378.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,24216,Unchanged,from MMETSP metadata,NA,NA,NA,NA
258,Y,32,Alexandrium_tamarense,2926,Alexandrium tamarense,2926,Alexandrium tamarense CCMP1771,MMETSP0382,MMETSP,MMETSP0382.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,132877,Unchanged,from MMETSP metadata,NA,NA,NA,NA
259,N,NA,Alexandrium_tamarense,2926,Alexandrium tamarense,2926,Alexandrium tamarense CCMP1771,MMETSP0384,MMETSP,MMETSP0384.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,167686,Unchanged,from MMETSP metadata,CONTAM,hclust with ochrophytes/dictyophytes; apart from replicates,NA,HIGH_CONTAM
260,Y,33,Alexandrium_fundyense,2932,Alexandrium fundyense,2932,Alexandrium fundyense Strain CCMP1719,MMETSP0196,MMETSP,MMETSP0196.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,4092,Unchanged,from MMETSP metadata,NA,NA,NA,NA
261,Y,34,Alexandrium_fundyense,2932,Alexandrium fundyense,2932,Alexandrium fundyense Strain CCMP1719,MMETSP0347,MMETSP,MMETSP0347.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,23525,Unchanged,from MMETSP metadata,NA,NA,NA,NA
262,N,NA,Prorocentrum_micans,2945,Prorocentrum micans,2945,Prorocentrum micans Strain CCCM 845,MMETSP0251,MMETSP,MMETSP0251.trinity_out_2.3.2.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,6657,Unchanged,from MMETSP metadata,LOW_QUALITY,unexpected placement; long branch,NA,MID_CONTAM
263,Y,35,Amphidinium_carterae,2961,Amphidinium carterae,2961,Amphidinium carterae Strain CCMP1314,MMETSP0258,MMETSP,MMETSP0258.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,53453,Unchanged,from MMETSP metadata,NA,NA,NA,NA
264,Y,36,Amphidinium_carterae,2961,Amphidinium carterae,2961,Amphidinium carterae Strain CCMP1314,MMETSP0259,MMETSP,MMETSP0259.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,54435,Unchanged,from MMETSP metadata,NA,NA,NA,NA
265,Y,37,Amphidinium_carterae,2961,Amphidinium carterae,2961,Amphidinium carterae Strain CCMP1314,MMETSP0398,MMETSP,MMETSP0398.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,7843,Unchanged,from MMETSP metadata,NA,NA,NA,NA
266,Y,38,Noctiluca_scintillans,2966,Noctiluca scintillans,2966,Noctiluca scintillans,MMETSP0253,MMETSP,MMETSP0253.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,67220,Unchanged,from MMETSP metadata,NA,NA,NA,NA
267,N,NA,Oxyrrhis_marina,2969,Oxyrrhis marina,2969,Oxyrrhis marina Strain CCMP1788,MMETSP0044,MMETSP,MMETSP0044.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,187,Unchanged,from MMETSP metadata,LOW_QUALITY,unexpected placement; long branch,NA,REMOVED
268,Y,39,Oxyrrhis_marina,2969,Oxyrrhis marina,2969,Oxyrrhis marina Strain CCMP1795,MMETSP0451,MMETSP,MMETSP0451.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,3291,Unchanged,from MMETSP metadata,NA,NA,NA,NA
269,Y,40,Oxyrrhis_marina,2969,Oxyrrhis marina,2969,Oxyrrhis marina,MMETSP0468,MMETSP,MMETSP0468.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,47293,Unchanged,from MMETSP metadata,NA,NA,NA,NA
270,N,NA,Oxyrrhis_marina,2969,Oxyrrhis marina,2969,Oxyrrhis marina,MMETSP0469,MMETSP,MMETSP0469.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,111496,Unchanged,from MMETSP metadata,CONTAM,NA,NA,HIGH_CONTAM
271,N,NA,Oxyrrhis_marina,2969,Oxyrrhis marina,2969,Oxyrrhis marina,MMETSP0470,MMETSP,MMETSP0470.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,49393,Unchanged,from MMETSP metadata,CONTAM,NA,NA,MID_CONTAM
272,Y,41,Oxyrrhis_marina,2969,Oxyrrhis marina,2969,Oxyrrhis marina,MMETSP0471,MMETSP,MMETSP0471.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,49861,Unchanged,from MMETSP metadata,NA,NA,NA,NA
273,Y,42,Oxyrrhis_marina,2969,Oxyrrhis marina,2969,Oxyrrhis marina Strain LB1974,MMETSP1424,MMETSP,MMETSP1424.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,39050,Unchanged,from MMETSP metadata,NA,NA,NA,NA
274,Y,43,Oxyrrhis_marina,2969,Oxyrrhis marina,2969,Oxyrrhis marina Strain LB1974,MMETSP1425,MMETSP,MMETSP1425.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,43772,Unchanged,from MMETSP metadata,NA,NA,NA,NA
275,Y,44,Oxyrrhis_marina,2969,Oxyrrhis marina,2969,Oxyrrhis marina Strain LB1974,MMETSP1426,MMETSP,MMETSP1426.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,90623,Unchanged,from MMETSP metadata,NA,NA,NA,NA
276,N,NA,Pyrocystis_lunula,2972,Pyrocystis lunula,2972,Pyrocystis lunula Strain CCCM 517,MMETSP0229,MMETSP,MMETSP0229.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,151,Unchanged,from MMETSP metadata,LOW_QUALITY,unexpected placement; long branch,NA,REMOVED
277,Y,45,Ochromonas_sp_CCMP1899,420557,Ochromonas sp. CCMP1899,2985,Ochromonas sp CCMP1899,MMETSP1177,MMETSP,MMETSP1177.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,24992,Updated,from MMETSP metadata,NA,NA,NA,NA
278,Y,46,Ochromonas_sp_BG-1,1616673,Ochromonas sp. BG-1,2985,Ochromonas sp. Strain BG-1,MMETSP1105,MMETSP,MMETSP1105.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,26334,Updated,from MMETSP metadata,NA,NA,NA,NA
279,Y,47,Mallomonas_sp,2003107,Mallomonas sp.,2988,Mallomonas Sp Strain CCMP3275,MMETSP1167,MMETSP,MMETSP1167.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048,31110,Updated,from MMETSP metadata,NA,NA,NA,NA
