ref_id,marferret_name,tax_id,lineage,candidate_id,data_type,data_source,pub_year,source_filename,seq_type,n_seqs_raw,aa_fasta,source_name,alias,source_reference,source_link,ref_link,ref_doi
185,Thalassiosira_rotula,49265,diatom,444,TSA,MMETSP,2014,MMETSP0910.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33479,444_Thalassiosira_rotula.faa,"Thalassiosira rotula, Strain GSO102",MMETSP0910,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
186,Thalassiosira_rotula,49265,diatom,445,TSA,MMETSP,2014,MMETSP0911.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22508,445_Thalassiosira_rotula.faa,"Thalassiosira rotula, Strain GSO102",MMETSP0911,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
187,Thalassiosira_rotula,49265,diatom,447,TSA,MMETSP,2014,MMETSP0913.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18502,447_Thalassiosira_rotula.faa,"Thalassiosira rotula, Strain GSO102",MMETSP0913,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
188,Polytomella_parva,51329,chlorophyte,449,TSA,MMETSP,2014,MMETSP0052.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28769,449_Polytomella_parva.faa,"Polytomella parva, Strain SAG 63-3",MMETSP0052,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
189,Rhodomonas_salina,52970,cryptophyte,450,TSA,MMETSP,2014,MMETSP1047.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,55466,450_Rhodomonas_salina.faa,"Rhodomonas salina, Strain CCMP1319",MMETSP1047,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
190,Tetraselmis_chuii,63592,chlorophyte,452,TSA,MMETSP,2014,MMETSP0491.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30910,452_Tetraselmis_chuii.faa,"Tetraselmis chuii, Strain PLY429",MMETSP0491,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
191,Percolomonas_cosmopolitus,63605,other,453,TSA,MMETSP,2014,MMETSP0758.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,14173,453_Percolomonas_cosmopolitus.faa,Percolomonas cosmopolitus AE-1 (ATCC 50343),MMETSP0758,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
192,Percolomonas_cosmopolitus,63605,other,454,TSA,MMETSP,2014,MMETSP0759.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16375,454_Percolomonas_cosmopolitus.faa,Percolomonas cosmopolitus WS,MMETSP0759,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
193,Heterocapsa_triquestra,66468,dinoflagellate,455,TSA,MMETSP,2014,MMETSP0448.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,94244,455_Heterocapsa_triquestra.faa,"Heterocapsa triquestra, Strain CCMP 448",MMETSP0448,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
194,Gonyaulax_spinifera,66791,dinoflagellate,456,TSA,MMETSP,2014,MMETSP1439.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,65109,456_Gonyaulax_spinifera.faa,"Gonyaulax spinifera, Strain CCMP409",MMETSP1439,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
195,Conticribra_weissflogii,1577725,diatom,457,TSA,MMETSP,2014,MMETSP0878.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32264,457_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1336",MMETSP0878,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
196,Conticribra_weissflogii,1577725,diatom,458,TSA,MMETSP,2014,MMETSP0879.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32548,458_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1336",MMETSP0879,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
197,Conticribra_weissflogii,1577725,diatom,459,TSA,MMETSP,2014,MMETSP0880.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31731,459_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1336",MMETSP0880,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
198,Conticribra_weissflogii,1577725,diatom,460,TSA,MMETSP,2014,MMETSP0881.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32432,460_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1336",MMETSP0881,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
199,Conticribra_weissflogii,1577725,diatom,461,TSA,MMETSP,2014,MMETSP0898.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33704,461_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP0898,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
200,Conticribra_weissflogii,1577725,diatom,462,TSA,MMETSP,2014,MMETSP0899.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33780,462_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP0899,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
201,Conticribra_weissflogii,1577725,diatom,463,TSA,MMETSP,2014,MMETSP0900.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34319,463_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP0900,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
202,Conticribra_weissflogii,1577725,diatom,464,TSA,MMETSP,2014,MMETSP0901.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32004,464_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP0901,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
203,Conticribra_weissflogii,1577725,diatom,465,TSA,MMETSP,2014,MMETSP1405.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33350,465_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1405,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
204,Conticribra_weissflogii,1577725,diatom,466,TSA,MMETSP,2014,MMETSP1406.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32096,466_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1406,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
205,Conticribra_weissflogii,1577725,diatom,467,TSA,MMETSP,2014,MMETSP1407.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33595,467_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1407,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
206,Conticribra_weissflogii,1577725,diatom,468,TSA,MMETSP,2014,MMETSP1408.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32395,468_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1408,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
207,Conticribra_weissflogii,1577725,diatom,469,TSA,MMETSP,2014,MMETSP1409.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32214,469_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1409,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
208,Conticribra_weissflogii,1577725,diatom,470,TSA,MMETSP,2014,MMETSP1410.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33541,470_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1410,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
209,Conticribra_weissflogii,1577725,diatom,471,TSA,MMETSP,2014,MMETSP1411.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32835,471_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1411,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
210,Conticribra_weissflogii,1577725,diatom,473,TSA,MMETSP,2014,MMETSP1413.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31330,473_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1413,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
211,Conticribra_weissflogii,1577725,diatom,474,TSA,MMETSP,2014,MMETSP1414.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31645,474_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1414,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
212,Conticribra_weissflogii,1577725,diatom,475,TSA,MMETSP,2014,MMETSP1415.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32114,475_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1415,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
213,Conticribra_weissflogii,1577725,diatom,476,TSA,MMETSP,2014,MMETSP1416.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32370,476_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1416,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
214,Conticribra_weissflogii,1577725,diatom,477,TSA,MMETSP,2014,MMETSP1417.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31653,477_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1417,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
215,Conticribra_weissflogii,1577725,diatom,478,TSA,MMETSP,2014,MMETSP1418.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32031,478_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1418,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
216,Conticribra_weissflogii,1577725,diatom,479,TSA,MMETSP,2014,MMETSP1419.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32475,479_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1419,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
217,Conticribra_weissflogii,1577725,diatom,480,TSA,MMETSP,2014,MMETSP1420.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31868,480_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1420,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
218,Conticribra_weissflogii,1577725,diatom,481,TSA,MMETSP,2014,MMETSP1421.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31645,481_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1421,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
219,Conticribra_weissflogii,1577725,diatom,482,TSA,MMETSP,2014,MMETSP1422.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31812,482_Conticribra_weissflogii.faa,"Thalassiosira weissflogii, Strain CCMP1010",MMETSP1422,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
220,Scrippsiella_trochoidea,71861,dinoflagellate,483,TSA,MMETSP,2014,MMETSP0270.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,142452,483_Scrippsiella_trochoidea.faa,Scrippsiella trochoidea CCMP3099,MMETSP0270,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
221,Scrippsiella_trochoidea,71861,dinoflagellate,484,TSA,MMETSP,2014,MMETSP0271.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,143259,484_Scrippsiella_trochoidea.faa,Scrippsiella trochoidea CCMP3099,MMETSP0271,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
222,Scrippsiella_trochoidea,71861,dinoflagellate,485,TSA,MMETSP,2014,MMETSP0272.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,138157,485_Scrippsiella_trochoidea.faa,Scrippsiella trochoidea CCMP3099,MMETSP0272,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
223,Prymnesium_polylepis,72548,haptophyte,486,TSA,MMETSP,2014,MMETSP0286.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32425,486_Prymnesium_polylepis.faa,Chrysochromulina polylepis UIO037,MMETSP0286,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
224,Prymnesium_polylepis,72548,haptophyte,487,TSA,MMETSP,2014,MMETSP0143.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,97753,487_Prymnesium_polylepis.faa,"Chrysochromulina polylepis, Strain CCMP1757",MMETSP0143,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
225,Prymnesium_polylepis,72548,haptophyte,488,TSA,MMETSP,2014,MMETSP0145.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,60131,488_Prymnesium_polylepis.faa,"Chrysochromulina polylepis, Strain CCMP1757",MMETSP0145,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
226,Prymnesium_polylepis,72548,haptophyte,489,TSA,MMETSP,2014,MMETSP0146.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,70332,489_Prymnesium_polylepis.faa,"Chrysochromulina polylepis, Strain CCMP1757",MMETSP0146,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
227,Prymnesium_polylepis,72548,haptophyte,490,TSA,MMETSP,2014,MMETSP0147.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,68044,490_Prymnesium_polylepis.faa,"Chrysochromulina polylepis, Strain CCMP1757",MMETSP0147,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
228,Eutreptiella_gymnastica,73025,other,491,TSA,MMETSP,2014,MMETSP0039.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,81497,491_Eutreptiella_gymnastica.faa,Eutreptiella gymnastica NIES-381,MMETSP0039,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
229,Eutreptiella_gymnastica_sp_CCMP1594,1867818,other,492,TSA,MMETSP,2014,MMETSP0809.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32299,492_Eutreptiella_gymnastica_sp_CCMP1594.faa,"Eutreptiella gymnastica-like, Strain CCMP1594",MMETSP0809,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
230,Eutreptiella_gymnastica_sp_CCMP1594,1867818,other,493,TSA,MMETSP,2014,MMETSP0810.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,40235,493_Eutreptiella_gymnastica_sp_CCMP1594.faa,"Eutreptiella gymnastica-like, Strain CCMP1594",MMETSP0810,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
231,Eutreptiella_gymnastica_sp_CCMP1594,1867818,other,494,TSA,MMETSP,2014,MMETSP0811.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,46464,494_Eutreptiella_gymnastica_sp_CCMP1594.faa,"Eutreptiella gymnastica-like, Strain CCMP1594",MMETSP0811,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
232,Pyrodinium_bahamense,73915,dinoflagellate,495,TSA,MMETSP,2014,MMETSP0796.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,144894,495_Pyrodinium_bahamense.faa,"Pyrodinium bahamense, Strain pbaha01",MMETSP0796,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
233,Cyanoptyche_gloeocystis,77922,glaucophyte,496,TSA,MMETSP,2014,MMETSP1086.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16274,496_Cyanoptyche_gloeocystis.faa,"Cyanoptyche gloeocystis , Strain SAG4.97",MMETSP1086,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
234,Proteomonas_sulcata,77928,cryptophyte,499,TSA,MMETSP,2014,MMETSP1049.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41238,499_Proteomonas_sulcata.faa,"Proteomonas sulcata, Strain CCMP704",MMETSP1049,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
235,Mantoniella_antarctica,81844,chlorophyte,502,TSA,MMETSP,2014,MMETSP1106.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34278,502_Mantoniella_antarctica.faa,"Mantoniella antarctica, Strain SL-175",MMETSP1106,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
236,Detonula_confervacea,83371,diatom,503,TSA,MMETSP,2014,MMETSP1058.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31435,503_Detonula_confervacea.faa,Detonula confervacea,MMETSP1058,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
237,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,fungus,504,TSA,MMETSP,2014,MMETSP0958.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18547,504_Aurantiochytrium_limacinum_ATCC_MYA-1381.faa,"Aurantiochytrium limacinum, Strain ATCCMYA-1381",MMETSP0958,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
238,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,fungus,505,TSA,MMETSP,2014,MMETSP0959.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18996,505_Aurantiochytrium_limacinum_ATCC_MYA-1381.faa,"Aurantiochytrium limacinum, Strain ATCCMYA-1381",MMETSP0959,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
239,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,fungus,506,TSA,MMETSP,2014,MMETSP0960.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18108,506_Aurantiochytrium_limacinum_ATCC_MYA-1381.faa,"Aurantiochytrium limacinum, Strain ATCCMYA-1381",MMETSP0960,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
240,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,fungus,507,TSA,MMETSP,2014,MMETSP0961.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18450,507_Aurantiochytrium_limacinum_ATCC_MYA-1381.faa,"Aurantiochytrium limacinum, Strain ATCCMYA-1381",MMETSP0961,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
241,Picocystis_salinarum,88271,chlorophyte,508,TSA,MMETSP,2014,MMETSP1159.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,14186,508_Picocystis_salinarum.faa,Picocystis salinarum,MMETSP1159,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
242,Picocystis_salinarum,88271,chlorophyte,509,TSA,MMETSP,2014,MMETSP0807.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25647,509_Picocystis_salinarum.faa,"Picocystis salinarum, Strain CCMP1897",MMETSP0807,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
243,Amoebophrya_sp,88552,dinoflagellate,510,TSA,MMETSP,2014,MMETSP0795.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25502,510_Amoebophrya_sp.faa,"Amoebophrya sp., Strain Ameob2",MMETSP0795,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
244,Polarella_glacialis,89957,dinoflagellate,512,TSA,MMETSP,2014,MMETSP0227.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,78466,512_Polarella_glacialis.faa,Polarella glacialis CCMP 1383,MMETSP0227,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
245,Polarella_glacialis,89957,dinoflagellate,513,TSA,MMETSP,2014,MMETSP1440.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,54373,513_Polarella_glacialis.faa,"Polarella glacialis, Strain CCMP2088",MMETSP1440,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
246,Heterocapsa_rotundata,89963,dinoflagellate,514,TSA,MMETSP,2014,MMETSP0503.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,83530,514_Heterocapsa_rotundata.faa,"Heterocapsa rotundata, Strain SCCAP K-0483",MMETSP0503,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
247,Lotharella_globosa,91324,cercozoan,515,TSA,MMETSP,2014,MMETSP0041.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35356,515_Lotharella_globosa.faa,Lotharella globosa LEX01,MMETSP0041,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
248,Lotharella_globosa,91324,cercozoan,516,TSA,MMETSP,2014,MMETSP0111.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32383,516_Lotharella_globosa.faa,"Lotharella globosa, Strain CCCM811",MMETSP0111,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
249,Lotharella_globosa,91324,cercozoan,517,TSA,MMETSP,2014,MMETSP0112.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18986,517_Lotharella_globosa.faa,"Lotharella globosa, Strain CCCM811",MMETSP0112,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
250,Norrisiella_sphaerica,552664,cercozoan,518,TSA,MMETSP,2014,MMETSP0113.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23741,518_Norrisiella_sphaerica.faa,"Norrisiella sphaerica, Strain BC52",MMETSP0113,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
251,Bolidomonas_sp_RCC2347,1606585,ochrophyte,519,TSA,MMETSP,2014,MMETSP1320.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24455,519_Bolidomonas_sp_RCC2347.faa,"Bolidomonas sp., Strain RCC2347",MMETSP1320,"Keeling et al., 2014",https://zenodo.org/record/3247846,https://pubmed.ncbi.nlm.nih.gov/30544207/,https://doi.org/10.5281/zenodo.746048
