entry_id,accepted,marferret_name,tax_id,pr2_accession,pr2_rank,pr2_taxonomy,data_type,data_source,source_link,pub_year,ref_link,ref_doi,source_filename,seq_type,n_seqs_raw,source_name,original_taxID,alias
154,Y,Phaeocystis_globosa,33658,EU077556.1.1648_U,species,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis_globosa,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Phaglo1/Phaglo1.home.html,2019,https://pubmed.ncbi.nlm.nih.gov/33104790/,https://doi.org/10.1093/nar/gkaa898,Phaglo1_GeneCatalog_proteins_20181013.aa.fasta,aa,32196,Phaeocystis globosa Pg-G v2.3,NA,NA
155,Y,Phaeodactylum_tricornutum_CCAP1055,556484,ABQD01000052.43544.45338_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Diatomeae_X;Diatomeae_XX;Phaeodactylaceae;Phaeodactylum;Phaeodactylum_tricornutum,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Phatr2/Phatr2.home.html,2008,https://pubmed.ncbi.nlm.nih.gov/33104790/,https://doi.org/10.1093/nar/gkaa898,Phatr2_chromosomes_geneModels_FilteredModels2_aa.fasta,aa,10025,Phaeodactylum tricornutum CCAP 1055/1 v2.0,NA,NA
156,Y,Phytophthora_capsici_LT1534,763924,ADVJ01006144.15423.17227_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes;Peronosporomycetes_X;Peronosporales;Phytophthora;Phytophthora_capsici,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Phyca11/Phyca11.home.html,2012,https://pubmed.ncbi.nlm.nih.gov/22712506,https://doi.org/10.1094/MPMI-02-12-0028-R,Phyca11_filtered_proteins.fasta,aa,19805,Phytophthora capsici LT1534 v11.0,NA,NA
157,Y,Phytophthora_cinnamomi,622258,JN635042.1.1704_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes;Peronosporomycetes_X;Peronosporales;Phytophthora;Phytophthora_cinnamomi,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Phyci1/Phyci1.home.html,2012,https://pubmed.ncbi.nlm.nih.gov/33104790/,https://doi.org/10.1093/nar/gkaa898,Phyci1_GeneCatalog_proteins_20120612.aa.fasta,aa,26131,Phytophthora cinnamomi var cinnamomi v1.0,NA,NA
158,Y,Phytophthora_infestans_T30-4,403677,AATU01005887.104615.106451_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes;Peronosporomycetes_X;Peronosporales;Phytophthora;Phytophthora_infestans,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Phyinf1/Phyinf1.home.html,2009,https://pubmed.ncbi.nlm.nih.gov/19741609,https://doi.org/10.1038/nature08358,Phyinf1_GeneCatalog_proteins_20180122.aa.fasta,aa,17797,Phytophthora infestans T30-4,NA,NA
159,Y,Phytophthora_sojae,67593,AY742749.1.1806_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes;Peronosporomycetes_X;Peronosporales;Phytophthora;Phytophthora_sojae,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Physo3/Physo3.home.html,2006,https://pubmed.ncbi.nlm.nih.gov/16946064,https://doi.org/10.1126/science.1128796,Physo3_GeneCatalog_proteins_20110401.aa.fasta,aa,26584,Phytophthora sojae v3.0,NA,NA
160,Y,Picochlorum_sp_BH-2019,2601844,EF695110.1.815_U,genus,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae;Chlorellales;Chlorellales_X;Picochlorum,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Picre1/Picre1.home.html,2019,https://pubmed.ncbi.nlm.nih.gov/31667362,https://doi.org/10.1038/s42003-019-0620-2,Picre1_GeneCatalog_proteins_20200805.aa.fasta,aa,9010,Picochlorum renovo,NA,NA
161,Y,Picochlorum_soloecismus,2053932,PJAJ01000034.145502.147287_U,strain,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae;Chlorellales;Chlorellales_X;Picochlorum;Picochlorum_sp.,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Picsp_1/Picsp_1.home.html,2018,https://pubmed.ncbi.nlm.nih.gov/29371352,https://doi.org/10.1128/genomeA.01498-17,Picsp_1_GeneCatalog_proteins_20170909.aa.fasta,aa,6861,Picochlorum soloecismus DOE101,NA,NA
162,Y,Picocystis_sp_ML,2320818,HM990666.1.1801_U,genus,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Picocystophyceae;Picocystales;Picocystaceae;Picocystis,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Pico_ML_1/Pico_ML_1.home.html,2019,https://pubmed.ncbi.nlm.nih.gov/30701234,https://doi.org/10.1128/MRA.01353-18,Pico_ML_1_GeneCatalog_proteins_20200807.aa.fasta,aa,5613,Picocystis sp. ML,NA,NA
163,Y,Plasmodium_falciparum_3D7,36329,AL844504.1289594.1291685_U,strain,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Haemosporida;Plasmodiidae;Plasmodium4;Plasmodium4_falciparum,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Plafal1/Plafal1.home.html,2002,https://pubmed.ncbi.nlm.nih.gov/12368864,https://doi.org/10.1038/nature01097,Plafal1_GeneCatalog_proteins_20180530.aa.fasta,aa,5392,Plasmodium falciparum 3D7,NA,NA
164,Y,Porphyra_umbilicalis,2786,AB013179.3.1818_U,species,Eukaryota;Archaeplastida;Rhodophyta;Rhodophyta_X;Bangiophyceae;Bangiales;Bangiaceae;Porphyra;Porphyra_umbilicalis,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Porumb1/Porumb1.home.html,2017,https://pubmed.ncbi.nlm.nih.gov/28716924,https://doi.org/10.1073/pnas.1703088114,Porumb1_GeneCatalog_proteins_20180417.aa.fasta,aa,13567,Porphyra umbilicalis isolate 4086291,NA,NA
165,Y,Prasinoderma_coloniale,156133,FN562437.1.1776_U,strain,Eukaryota;Archaeplastida;Prasinodermophyta;Prasinodermophyta_X;Prasinodermophyceae;Prasinodermales;Prasinodermaceae;Prasinoderma;Prasinoderma_coloniale,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Praco1/Praco1.home.html,2020,https://pubmed.ncbi.nlm.nih.gov/32572216,https://doi.org/10.1038/s41559-020-1221-7,Praco1_GeneCatalog_proteins_20200803.aa.fasta,aa,7139,Prasinoderma coloniale CCMP1413,NA,NA
166,Y,Pseudo-nitzschia_multiseries_CLN-47,635002,GU373964.1.1721_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia_multiseries,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Psemu1/Psemu1.home.html,2012,https://pubmed.ncbi.nlm.nih.gov/33104790/,https://doi.org/10.1093/nar/gkaa898,Psemu1_GeneCatalog_proteins_20111011.aa.fasta,aa,19703,Pseudo-nitzschia multiseries CLN-47,NA,NA
167,Y,Neopyropia_yezoensis,2788,KJ578745.1.3310_U,species,Eukaryota;Archaeplastida;Rhodophyta;Rhodophyta_X;Bangiophyceae;Bangiales;Bangiaceae;Pyropia;Pyropia_yezoensis,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Pyrye1/Pyrye1.home.html,2013,https://pubmed.ncbi.nlm.nih.gov/23536760,https://doi.org/10.1371/journal.pone.0057122,Pyrye1_GeneCatalog_proteins_20200804.aa.fasta,aa,10327,Pyropia yezoensis U-51,NA,NA
168,Y,Raphidocelis_subcapitata,307507,HM483516.1.2723_R,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Raphidocelis;Raphidocelis_subcapitata,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Rapsub1/Rapsub1.home.html,2018,https://pubmed.ncbi.nlm.nih.gov/29795299,https://doi.org/10.1038/s41598-018-26331-6,Rapsub1_GeneCatalog_proteins_20191119.aa.fasta,aa,13383,Raphidocelis subcapitata NIES-35,NA,NA
169,Y,Reticulomyxa_filosa,46433,AJ311219.1.1042_U,species,Eukaryota;TSAR;Rhizaria;Foraminifera;Monothalamids;Monothalamids_Clade-Y;Reticulomyxidae;Reticulomyxa;Reticulomyxa_filosa,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Retfil1/Retfil1.home.html,2014,https://pubmed.ncbi.nlm.nih.gov/24332546,https://doi.org/10.1016/j.cub.2013.11.027,Retfil1_GeneCatalog_proteins_20180531.aa.fasta,aa,39963,Reticulomyxa filosa,NA,NA
170,Y,Saccharina_japonica,88149,EU293553.1.1716_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Phaeophyceae;Phaeophyceae_X;Phaeophyceae_XX;Saccharina;Saccharina_japonica,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Sacja1/Sacja1.home.html,2015,https://pubmed.ncbi.nlm.nih.gov/25908475,https://doi.org/10.1038/ncomms7986,Sacja1_GeneCatalog_proteins_20210418.aa.fasta,aa,18732,Saccharina japonica str. Ja,NA,NA
171,Y,Saprolegnia_parasitica_CBS223_65,695850,ADCG01001922.3.1471_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes;Peronosporomycetes_X;Saprolegniales;Saprolegnia;Saprolegnia_parasitica,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Sappar1/Sappar1.home.html,2013,https://pubmed.ncbi.nlm.nih.gov/23785293,https://doi.org/10.1371/journal.pgen.1003272,Sappar1_GeneCatalog_proteins_20180131.aa.fasta,aa,20113,Saprolegnia parasitica CBS 223.65,NA,NA
172,Y,Scenedesmus_obliquus,3088,AJ249515.1.1633_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Scenedesmus;Scenedesmus_obliquus,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/SceoblEN4_1/SceoblEN4_1.home.html,2020,https://pubmed.ncbi.nlm.nih.gov/33104790/,https://doi.org/10.1093/nar/gkaa898,SceoblEN4_1_GeneCatalog_proteins_20190921.aa.fasta,aa,15053,Scenedesmus obliquus EN0004 v1.0,NA,NA
173,Y,Scenedesmus_obliquus,3088,AJ249515.1.1633_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Scenedesmus;Scenedesmus_obliquus,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Sobl393_1/Sobl393_1.home.html,2017,https://pubmed.ncbi.nlm.nih.gov/33104790/,https://doi.org/10.1093/nar/gkaa898,Sobl393_1_external_proteins_20200110.aa.fasta,aa,20146,Scenedesmus obliquus UTEX 393,NA,NA
174,Y,Scenedesmus_obliquus,3088,AJ249515.1.1633_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Scenedesmus;Scenedesmus_obliquus,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Sceobl1/Sceobl1.home.html,2017,https://pubmed.ncbi.nlm.nih.gov/28798164,https://doi.org/10.1128/genomeA.00617-17,Sceobl1_GeneCatalog_proteins_20200506.aa.fasta,aa,22378,Scenedesmus obliquus UTEX B 3031,NA,NA
175,Y,Scenedesmus_sp_NREL46B-D3,2650976,JQ315577.1.1672_U,genus,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Scenedesmus,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Scesp_1/Scesp_1.home.html,2021,https://pubmed.ncbi.nlm.nih.gov/33712730,https://doi.org/10.1038/s42003-021-01859-y,Scesp_1_GeneCatalog_proteins_20191220.aa.fasta,aa,17406,Scenedesmus sp. NREL 46B-D3 v1.0,NA,NA
176,Y,Schizochytrium_aggregatum_ATCC28209,876976,DQ023617.1.1677_U,species,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Schizochytrium;Schizochytrium_aggregatum,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Schag1/Schag1.home.html,2013,https://pubmed.ncbi.nlm.nih.gov/33104790/,https://doi.org/10.1093/nar/gkaa898,Schag1_GeneCatalog_proteins_20121220.aa.fasta,aa,10612,Schizochytrium aggregatum ATCC 28209,NA,NA
177,Y,Seminavis_robusta,568900,MH040330.1.1610_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Naviculales;Naviculaceae;Seminavis;Seminavis_robusta,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Semro1/Semro1.home.html,2020,https://pubmed.ncbi.nlm.nih.gov/32620776,https://doi.org/10.1038/s41467-020-17191-8,Semro1_GeneCatalog_proteins_20200811.aa.fasta,aa,37455,Seminavis robusta D6,NA,NA
178,Y,Symbiochloris_reticulata,40981,MT218324.1.1699_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae;Trebouxiophyceae_X;Trebouxiophyceae_XX;Symbiochloris;Symbiochloris_reticulata,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Dicre1/Dicre1.home.html,2016,https://pubmed.ncbi.nlm.nih.gov/33104790/,https://doi.org/10.1093/nar/gkaa898,Dicre1_GeneCatalog_proteins_20171101.aa.fasta,aa,12582,Symbiochloris reticulata Spain reference genome v1.0,NA,NA
179,Y,Symbiodinium_microadriaticum,2951,LK934669.1.1698_U,strain,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;Symbiodinium_microadriaticum,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Symmic1/Symmic1.home.html,2016,https://pubmed.ncbi.nlm.nih.gov/28004835,https://doi.org/10.1038/srep39734,Symmic1_GeneCatalog_proteins_20180603.aa.fasta,aa,43403,Symbiodinium microadriaticum CCMP2467,NA,NA
180,Y,Tetrabaena_socialis,47790,LC086361.1.1743_U,strain,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Tetrabaena;Tetrabaena_socialis,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Tetso1/Tetso1.home.html,2018,https://pubmed.ncbi.nlm.nih.gov/29294063,https://doi.org/10.1093/molbev/msx332,Tetso1_GeneCatalog_proteins_20200805.aa.fasta,aa,14296,Tetrabaena socialis NIES-571,NA,NA
181,Y,Tetrahymena_thermophila_SB210,312017,X56165.1.1753_U,species,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Hymenostomatia;Tetrahymenida;Tetrahymena;Tetrahymena_thermophila,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Tetthe1/Tetthe1.home.html,2006,https://pubmed.ncbi.nlm.nih.gov/16933976,https://doi.org/10.1371/journal.pbio.0040286,Tetthe1_GeneCatalog_proteins_20191114.aa.fasta,aa,26994,Tetrahymena thermophila SB210,NA,NA
182,Y,Thalassiosira_oceanica_CCMP1005,637379,HM991696.1.1721_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira_oceanica,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Thaoce1/Thaoce1.home.html,2012,https://pubmed.ncbi.nlm.nih.gov/22835381,https://doi.org/10.1186/gb-2012-13-7-r66,Thaoce1_GeneCatalog_proteins_20171026.aa.fasta,aa,34642,Thalassiosira oceanica CCMP1005,NA,NA
183,Y,Thalassiosira_pseudonana_CCMP1335,296543,AAFD02000029.651042.652849_U,strain,Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira_pseudonana,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Thaps3/Thaps3.home.html,2004,https://pubmed.ncbi.nlm.nih.gov/15459382/,https://doi.org/10.1126/science.1101156,Thaps3_chromosomes_geneModels_FilteredModels2_aa.fasta,aa,11390,Thalassiosira pseudonana CCMP 1335,NA,NA
184,Y,Toxoplasma_gondii_ME49,508771,ABPA02000071.1.1513_U,strain,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;Sarcocystidae;Toxoplasma1;Toxoplasma1_gondii,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Toxgon1/Toxgon1.home.html,2003,https://pubmed.ncbi.nlm.nih.gov/12519989,https://doi.org/10.1093/nar/gkg072,Toxgon1_GeneCatalog_proteins_20180601.aa.fasta,aa,8318,Toxoplasma gondii ME49,NA,NA
185,Y,Trebouxia_sp_A1-2,2608996,JN003165.1.1530_U,genus,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae;Microthamniales;Microthamniales_X;Trebouxia,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/TrebA12_1/TrebA12_1.home.html,2020,https://pubmed.ncbi.nlm.nih.gov/32163141,https://doi.org/10.1093/gbe/evaa049,TrebA12_1_GeneCatalog_proteins_20200804.aa.fasta,aa,13918,Trebouxia sp. A1-2,NA,NA
186,Y,Tribonema_minus,303371,AM490824.1.1770_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Xanthophyceae;Xanthophyceae_X;Xanthophyceae_XX;Tribonema;Tribonema_minus,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Trimin1/Trimin1.home.html,2021,https://pubmed.ncbi.nlm.nih.gov/34137633,https://doi.org/10.1128/MRA.00327-21,Trimin1_GeneCatalog_proteins_20201122.aa.fasta,aa,18290,Tribonema minus UTEX B ZZ1240 v1.0,NA,NA
187,Y,Trichomonas_vaginalis_G3,412133,AAHC01002997.1925.3504_U,strain,Eukaryota;Excavata;Metamonada;Parabasalia;Trichomonadea;Trichomonadida;Trichomonadidae;Trichomonas;Trichomonas_vaginalis,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Trivag1/Trivag1.home.html,2007,https://pubmed.ncbi.nlm.nih.gov/17218520,https://doi.org/10.1126/science.1132894,Trivag1_GeneCatalog_proteins_20180531.aa.fasta,aa,59679,Trichomonas vaginalis G3,NA,NA
188,Y,Trypanosoma_brucei,185431,AL929603.794167.796354_U,species,Eukaryota;Excavata;Discoba;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Trypanozoon;Trypanozoon_brucei,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Trybru1/Trybru1.home.html,2005,https://pubmed.ncbi.nlm.nih.gov/16020726,https://doi.org/10.1126/science.1112642,Trybru1_GeneCatalog_proteins_20180531.aa.fasta,aa,8787,Trypanosoma brucei brucei TREU927,NA,NA
189,Y,Ulva_mutabilis,498180,UNSF01000120.17240.19016_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Ulvophyceae;Ulvales-relatives;Ulvales-relatives_X;Ulva;Ulva_mutabilis,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Ulvmu1/Ulvmu1.home.html,2018,https://pubmed.ncbi.nlm.nih.gov/30220504,https://doi.org/10.1016/j.cub.2018.08.015,Ulvmu1_GeneCatalog_proteins_20200803.aa.fasta,aa,12920,Ulva mutabilis Foyn,NA,NA
190,Y,Undaria_pinnatifida,74381,JQ936016.1.1418_U,species,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Undaria;Undaria_pinnatifida,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Undpi1/Undpi1.home.html,2020,https://pubmed.ncbi.nlm.nih.gov/32184805,https://doi.org/10.3389/fgene.2020.00140,Undpi1_ExternalModels_proteins_20200805.aa.fasta,aa,14300,Undaria pinnatifida M23,NA,NA
191,Y,Vitrella_brassicaformis_CCMP3155,1169540,FJ911926.1.909_U,genus,Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Vitrelladida;Vitrellaceae;Vitrella,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Vitbras1/Vitbras1.home.html,2015,https://pubmed.ncbi.nlm.nih.gov/26175406,https://doi.org/10.7554/eLife.06974,Vitbras1_GeneCatalog_proteins_20200717.aa.fasta,aa,21239,Vitrella brassicaformis CCMP3155,NA,NA
192,Y,Volvox_carteri,3067,X53904.1.1788_U,species,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Chlamydomonadales;Chlamydomonadales_X;Volvox;Volvox_carteri,genome,JGI-Phycocosm,https://phycocosm.jgi.doe.gov/Volca2_1/Volca2_1.home.html,2010,https://pubmed.ncbi.nlm.nih.gov/20616280,https://doi.org/10.1126/science.1188800,Volca2_1_GeneCatalog_proteins_20200117.aa.fasta,aa,13076,Volvox carteri v2.1,NA,NA
193,Y,Cephaloidophora_cf_communis,947086,HQ876008.1.1655_U,species,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Cephaloidophoridae;Cephaloidophora;Cephaloidophora_communis,TSA,NCBI,https://www.ncbi.nlm.nih.gov/nuccore/GHVH00000000.1,2019,https://pubmed.ncbi.nlm.nih.gov/31418692,https://doi.org/10.1093/nar/gky989,GHVH01.1.fsa_nt,nt,17513,Cephaloidophora cf. communis,947086,NA
194,Y,Acytostelium_subglobosum,361139,AM168110.1.1901_U,species,Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Eumycetozoa_X;Dictyosteliida;Dictyosteliida-Group-II;Acytostelium;Acytostelium_subglobosum,TSA,NCBI,https://www.ncbi.nlm.nih.gov/biosample/SAMN02905743,2015,https://pubmed.ncbi.nlm.nih.gov/25758444/,https://doi.org/10.1093/nar/gky989,Acytostelium_subglobosum.SAMN02905743.fasta,nt,35062,Acytostelium subglobosum,361139,NA
195,N,Malassezia_globosa,76773,EU192364.1.1538_U,species,Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Malassezia;Malassezia_globosa,TSA,NCBI,https://www.ncbi.nlm.nih.gov/biosample/SAMN01758921,2007,https://pubmed.ncbi.nlm.nih.gov/34850941/,https://doi.org/10.1093/nar/gky989,Malassezia_globosa.SAMN01758921.fasta,nt,1392,Malassezia globosa,76773,NA
196,Y,Chrysochromulina_sp_KB-HA01,2802065,JX661041.1.703_U,genus,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina,TSA,Zenodo,https://zenodo.org/record/7336407,2021,https://pubmed.ncbi.nlm.nih.gov/35145022/,https://doi.org/10.5281/zenodo.7336407,KBHA01.filtered.Trinity.fasta,nt,70194,Chrysochromulina sp KB-HA01,NA,NA
197,Y,Chrysochromulina_sp_AL-TEMP,2802064,JX661041.1.703_U,genus,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina,TSA,Zenodo,https://zenodo.org/record/7336407,2021,https://pubmed.ncbi.nlm.nih.gov/35145022/,https://doi.org/10.5281/zenodo.7336407,ALTEMP.filtered.Trinity.fasta,nt,88686,Chrysochromulina sp AL-TEMP,NA,NA
198,Y,Chaetoceros_sp,49240,MW513720.1.1788_U,species,Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros_sp.,TSA,Zenodo,https://zenodo.org/record/7336407,2022,https://pubmed.ncbi.nlm.nih.gov/35145022/,https://doi.org/10.5281/zenodo.7336407,AT125.filtered.Trinity.fasta,nt,78925,ATCH2 -- Chaetoceros sp.,NA,NA
199,Y,Pseudo-nitzschia_sp,1804765,GU823516.1.1204_U,genus,Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia,TSA,Zenodo,https://zenodo.org/record/7336407,2022,https://pubmed.ncbi.nlm.nih.gov/35145022/,https://doi.org/10.5281/zenodo.7336407,PnB2.filtered.Trinity.fasta,nt,36547,Pn B2 -- Pseudo-nitzschia sp.,NA,NA
200,Y,Crassostrea_gigas,29159,AB064942.1.1820_U,species,Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Ostreoida;Crassostrea;Crassostrea_gigas,genome,NCBI,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_902806645.1/,2020,https://pubmed.ncbi.nlm.nih.gov/20100329,https://doi.org/10.1093/nar/gky989,Crassostrea_gigas.protein.faa,aa,63341,Crassostrea gigas,29159,NA
201,Y,Octopus_bimaculoides,37653,NA,NA,NA,genome,NCBI,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_001194135.1/,2015,https://pubmed.ncbi.nlm.nih.gov/26268193,https://doi.org/10.1093/nar/gky989,Octopus_bimaculoides.protein.faa,aa,23994,Octopus bimaculoides,37653,NA
202,Y,Aplysia_californica,6500,AY039804.1.1802_U,species,Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Gastropoda;Heterobranchia;Aplysia;Aplysia_californica,genome,NCBI,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_000002075.1/,2013,https://pubmed.ncbi.nlm.nih.gov/16230032,https://doi.org/10.1093/nar/gky989,Aplysia_californica.protein.faa,aa,26656,Aplysia californica,6500,NA
203,Y,Daphnia_magna,35525,LC382442.1.720_U,species,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Branchiopoda;Daphnia;Daphnia_magna,genome,NCBI,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_020631705.1/,2021,https://pubmed.ncbi.nlm.nih.gov/31158668,https://doi.org/10.1093/nar/gky989,Daphnia_magna.protein.faa,aa,23583,Daphnia magna,35525,NA
204,Y,Homarus_americanus,6706,AY743945.1.1758_U,species,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Homarus;Homarus_americanus,genome,NCBI,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_018991925.1/,2021,https://pubmed.ncbi.nlm.nih.gov/34162536,https://doi.org/10.1093/nar/gky989,Homarus_americanus.protein.faa,aa,40732,Homarus americanus,6706,NA
205,Y,Oikopleura_dioica,34765,AB013014.1.1755_U,species,Eukaryota;Obazoa;Opisthokonta;Metazoa;Urochordata;Urochordata_X;Appendicularia;Oikopleura;Oikopleura_dioica,genome,NCBI,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCA_000209535.1/,2010,https://pubmed.ncbi.nlm.nih.gov/21097902,https://doi.org/10.1093/nar/gky989,Oikopleura_dioica.protein.faa,aa,17152,Oikopleura dioica,34765,NA
206,Y,Hippoglossus_stenolepis,195615,EU413394.1.1032_U,genus,Eukaryota;Obazoa;Opisthokonta;Metazoa;Craniata;Craniata_X;Teleostei;Hippoglossus,genome,NCBI,https://www.ncbi.nlm.nih.gov/data-hub/assembly/GCF_022539355.2/,2021,https://pubmed.ncbi.nlm.nih.gov/34850941/,https://doi.org/10.1093/nar/gky989,Hippoglossus_stenolepis.protein.faa,aa,43966,Hippoglossus stenolepis,195615,NA
